"region","name","alpha_D","alpha_death_hosp","alpha_H","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18","beta19","beta2","beta20","beta21","beta22","beta23","beta24","beta25","beta26","beta27","beta3","beta4","beta5","beta6","beta7","beta8","beta9","eps","m_CHR","m_CHW","mu_D","mu_D_2","mu_gamma_H","mu_gamma_H_2","mu_gamma_H_3","mu_gamma_H_4","p_G_D","p_G_D_CHR","p_H","p_H_2","p_H_3","p_H_D","p_ICU","p_ICU_2","p_ICU_D","p_NC","p_NC_weekend","p_W_D","rel_p_D_delta","rel_p_H_delta","rel_p_ICU_delta","rho_pillar2_tests","seed_date_delta","start_date","ta_delta"
"north_east_and_yorkshire","beta6",5.71432736695445e-07,-2.0038526051044e-07,-2.21638243974445e-08,1.45279983468262e-07,1.19441202004024e-07,-7.66145280795446e-08,6.56398571655286e-08,-5.44242090236425e-09,1.30244247280753e-07,-1.28403233516149e-07,1.4113846294042e-09,4.16295873214638e-08,4.31401545154471e-09,1.61802835184754e-07,2.15188882957096e-07,-1.03333778727562e-07,5.54424939482912e-08,-3.57088581315256e-07,4.39305717351943e-07,-5.09058609633148e-08,3.1113428476918e-08,-7.39301859167045e-08,-5.5646510557279e-07,1.20727657162237e-08,5.18250355462422e-08,-2.02342724250908e-07,4.95586512980384e-07,-4.36554658243143e-07,4.08572898555135e-07,-1.54226152435541e-07,-1.19393185524883e-05,-2.51805347146236e-11,1.05104983978101e-11,2.41126929646773e-07,-1.52627411300496e-06,-2.77301569005461e-06,1.00168384813175e-06,-1.48140381831447e-06,-5.69336953917592e-07,-1.71999380725204e-08,3.20176328898175e-06,-4.04227054231775e-07,-2.21540544969578e-06,-1.70259531482648e-07,6.75684789275934e-07,-5.73572158793707e-07,-1.52934051254767e-08,-2.00222340340921e-06,1.14362330844913e-08,3.40543952775449e-09,1.26467461799721e-06,-2.75659287744037e-07,9.89507947828651e-07,-4.50984433132631e-06,-1.01532963177453e-08,-2.19199553318011e-06,3.86743860404299e-05,1.50879919659891e-06
"north_east_and_yorkshire","beta7",-3.05224755250273e-07,1.61211974217577e-07,-1.13141102369792e-08,-2.03430175029457e-07,-1.73992516896314e-07,2.69714089428579e-07,-1.33576369758507e-07,1.05229784457075e-07,-2.45287809485602e-07,3.42843016379373e-07,6.19671830805218e-09,2.78707522171929e-09,4.0463994361364e-08,-1.49723694732914e-07,-3.06198571783325e-08,1.40124732616669e-07,-5.13728741374813e-10,3.93581849608222e-07,-4.53560422976388e-07,1.04810282898224e-07,-6.73309689450479e-09,2.31790230146104e-07,3.56185343197784e-07,-1.46790501541694e-08,5.35899083385412e-08,9.9751054823974e-08,-4.36554658243143e-07,6.44198033059251e-07,-6.94386716720338e-07,3.15270283484732e-07,-1.5345893546775e-05,-4.47327975514977e-11,1.42693408393232e-11,2.46642487514944e-07,7.73601088656718e-07,3.44128694685176e-06,-1.10415573241418e-06,5.52983139946022e-07,2.60352913419168e-07,-2.09484169264294e-07,1.04968561117775e-06,-3.0455193935832e-07,2.31216853272647e-06,3.08769343829113e-07,-1.01862476538501e-06,2.12385224148466e-07,-6.0905584008517e-08,7.30070247817044e-07,-3.28777566660862e-09,-4.56622705039859e-09,-2.44705899303487e-07,2.74498571218829e-06,-2.32105135203306e-06,3.5212826450586e-06,-3.63543897683987e-08,5.52264691972582e-06,-6.55845172510366e-05,-1.36374457469648e-06
"north_east_and_yorkshire","beta8",4.8968753867331e-07,-1.13507721268331e-06,1.49590153139762e-07,3.57659742586002e-08,3.58347361483412e-07,-3.43762247381925e-07,1.63388928947606e-07,-1.11518519773061e-07,3.43673916445448e-07,-2.2939862198278e-07,-4.94728926837079e-10,5.92968190304667e-08,6.57462729296112e-08,8.98286101504896e-08,2.40292260612416e-07,-5.75265675848839e-08,7.41127987601946e-08,-5.61144463099296e-07,8.10161887576345e-07,-1.5946420721659e-07,1.45188308676409e-07,-2.00781054822476e-07,-1.25866750826773e-06,1.86910861350188e-08,3.44286105596771e-08,-5.95661286852681e-08,4.08572898555135e-07,-6.94386716720338e-07,1.14596853379784e-06,-6.35533793147483e-07,-1.0968058385463e-05,1.68048418960937e-11,-1.9482213228608e-12,6.50503485911216e-07,-8.58044853956404e-07,-2.33562260324448e-06,6.7847461256813e-08,6.44355881021018e-08,8.26024732339798e-07,6.10500207515873e-08,2.55514451352806e-06,-1.46103940861898e-06,2.49959741594439e-07,7.83200391062562e-08,8.01687250334588e-07,-5.3941977283648e-07,-3.84714548254742e-08,-3.9347153265828e-07,2.19525184293306e-09,4.13335354335374e-09,-1.78111631171275e-06,-4.22003348976593e-06,-3.45079071970487e-06,-9.16187953267503e-07,1.78494513535272e-08,-2.88588498569968e-06,4.13279763816604e-06,1.45977801932538e-06
"north_east_and_yorkshire","beta9",3.50839297734884e-07,-1.4866352846363e-07,-8.65712951759044e-08,-1.48847740431646e-07,-4.75604835173588e-07,5.3701596402674e-07,-1.38644941061201e-07,1.40635599636947e-07,-3.27737625541117e-07,3.63640606899394e-07,-2.26624634685229e-08,3.92860013824703e-08,-1.41096572514244e-07,1.35257782674808e-07,-2.75420871409862e-07,6.71720221112344e-09,-2.1940526445272e-08,1.54166647211789e-07,-1.32455512808267e-08,1.02350267654332e-07,-1.10864220857789e-07,2.23794232821955e-07,1.24221310767494e-06,5.43622422115984e-08,1.6445257461429e-08,1.52237009896465e-08,-1.54226152435541e-07,3.15270283484732e-07,-6.35533793147483e-07,7.32118492307789e-07,-1.87848015893902e-05,-7.43109617034969e-11,1.98237547146234e-11,2.81124931463998e-07,1.46283643262279e-06,3.748446814784e-07,5.61284503618128e-07,3.18022664065533e-07,9.3409565805432e-07,4.00224559423434e-08,3.07342566419271e-06,6.87499703625691e-07,-9.90882761246237e-08,-8.77543449072547e-07,-1.07891634150203e-07,-3.11705514173034e-07,3.27660389582611e-08,-2.49234520421666e-06,2.22590546119603e-10,-1.8214352924304e-09,1.60026166894788e-06,3.42935455509745e-06,-3.92078620768185e-07,5.25775929673786e-06,-4.67062286436899e-09,4.5757576206696e-07,-5.04760373865423e-05,-8.53757269016987e-07
"north_east_and_yorkshire","eps",-0.000717573218067574,0.000514164277698138,-2.71404637120462e-05,6.59469877257378e-05,1.22251746480085e-05,-0.000103558422331701,1.86184755429654e-05,-2.92013449998266e-05,5.67640604711602e-05,-0.00011976133436021,2.22805167401887e-05,-3.95370215549121e-05,3.48671979741897e-05,-1.05471900530476e-05,-2.21449788648269e-05,-3.55700512910347e-05,-5.16990086757541e-05,8.01062267398408e-05,-0.000178641004957663,-1.66875056103666e-05,-5.39039803581308e-05,-1.29833885281421e-05,-0.000829098974285689,-3.32064304117193e-05,-1.36990829372589e-05,-1.87320950023211e-05,-1.19393185524883e-05,-1.5345893546775e-05,-1.0968058385463e-05,-1.87848015893902e-05,0.0253214308176502,7.45197776874244e-08,-2.84269312122073e-08,-0.000469911809123545,-9.94516308214315e-05,-0.000609043242459108,-7.24160029880792e-05,-0.000632852370127998,-0.000373906930071556,6.45800594588639e-05,-0.00299102418311691,-0.000100348175085698,-0.00031364437540293,-5.47355160911175e-05,-6.84983712130794e-06,0.000185681417290521,2.267259524739e-05,0.000288594831532761,-6.63609754412888e-07,2.5305932193188e-07,-0.00112749839385445,0.000456027097870544,0.00302363951557221,-0.00116238804126824,2.14032164466298e-05,-5.7648540439662e-05,0.0198726320941158,0.000555684883954447
"north_east_and_yorkshire","m_CHR",-1.84468466675971e-09,2.74381541793246e-09,-8.32836417119486e-11,-5.17844662737227e-12,1.17400048998105e-10,-5.57061182062941e-10,4.24870383263158e-11,-5.17222137496618e-12,1.79428031799362e-10,-3.27860023960185e-10,1.18502407577377e-10,-1.39093783816992e-10,2.92563821720044e-10,-3.50385723843314e-11,-2.10992733214788e-10,-9.26467956358732e-11,-2.72507139679229e-10,5.10242120944873e-10,-8.16884739519473e-10,-1.19912429161956e-10,-1.27745732702945e-10,-2.04595733241868e-10,-4.50993495324161e-09,-1.51902305719483e-10,-2.4762279937633e-11,-1.38348796986076e-11,-2.51805347146236e-11,-4.47327975514977e-11,1.68048418960937e-11,-7.43109617034969e-11,7.45197776874244e-08,5.54561458775742e-13,-1.81965756414224e-13,-2.52560257058641e-09,-1.80044784169102e-10,-1.66766091783152e-09,-1.44833752364038e-09,-6.06716876972518e-09,-3.18550091983807e-10,2.02145040458675e-10,-1.67523802797378e-08,-2.75227102088518e-09,-7.04655860601914e-10,-2.44902808893504e-10,2.37846938368748e-10,7.74693545870184e-10,1.48424846668347e-10,-3.99904771132541e-09,1.11706334821214e-12,3.78914179909172e-13,-6.83376077966875e-09,4.93746542745575e-09,1.32031673872478e-08,-1.06052059526576e-08,9.74277990146127e-11,2.97561791960235e-09,-2.75806947329888e-08,3.24420129345821e-09
"north_east_and_yorkshire","m_CHW",5.06866247672653e-10,-9.29433056837744e-10,4.15396370331627e-11,-1.40547358141904e-11,-3.98007799989501e-11,1.82012534267193e-10,-1.86386533557454e-11,1.24196899585564e-11,-7.82253397756219e-11,1.06021263165987e-10,-3.57254194662419e-11,4.24247814014782e-11,-9.45985280643641e-11,2.98870105114809e-12,6.9768659926219e-11,4.08649863878448e-11,8.3724188459357e-11,-1.5590040741083e-10,2.76728711878725e-10,3.82629029077937e-11,5.36360936453405e-11,4.16198371460577e-11,1.70324523981992e-09,4.02416681448766e-11,1.52405612198468e-12,1.94636913297905e-11,1.05104983978101e-11,1.42693408393232e-11,-1.9482213228608e-12,1.98237547146234e-11,-2.84269312122073e-08,-1.81965756414224e-13,6.66414694107337e-14,8.25949583259721e-10,1.64567645393222e-10,5.77236996006432e-10,4.26268972828053e-10,2.0926067571499e-09,1.7632279912803e-10,-4.15490448197669e-11,4.85317542046258e-09,7.75926584003747e-10,3.5705751131724e-10,7.7859211520687e-11,-5.05240460601431e-11,-1.54166761854306e-10,-4.06142412864255e-11,7.81056782900768e-10,-9.63985960299465e-13,-2.32747454703115e-13,2.47090085844265e-09,-1.63344062921711e-09,-4.91634210530652e-09,2.93542942053649e-09,-3.26110750507343e-11,-1.17967264818192e-09,4.66869709952364e-09,-1.15046262917869e-09
"north_east_and_yorkshire","mu_D",2.83363275426092e-06,-2.69688057042155e-05,-6.59062875529433e-07,-1.00821130105156e-06,-6.58231848618852e-07,2.99848220144427e-06,-1.10230373545138e-06,1.82094122450184e-06,-4.3212319098661e-06,6.69091147518996e-06,-1.05390445358351e-06,1.37870244446183e-06,-1.27108988925954e-06,-6.86433604882491e-07,5.89757190484033e-06,1.28251548468949e-06,3.99088050593733e-06,-8.41191010000506e-06,9.41092238746375e-06,1.59498308677163e-06,2.98297950553023e-07,1.54388738574303e-06,3.13101967082864e-05,4.82445015631099e-07,4.75963728913078e-07,5.24628569621943e-07,2.41126929646773e-07,2.46642487514944e-07,6.50503485911216e-07,2.81124931463998e-07,-0.000469911809123545,-2.52560257058641e-09,8.25949583259721e-10,7.8514975007872e-05,4.74088368624801e-05,-6.56318966771539e-05,-3.3483900201673e-06,3.28694401779459e-05,4.54734961666239e-05,-5.57587217914228e-07,9.11416616167648e-05,5.49834718872413e-06,5.11297989782469e-05,6.99778196776389e-06,-7.06092971035258e-05,-6.43591405417207e-06,-1.88982801506228e-06,1.29002452247938e-05,-3.78512220228472e-08,5.81376988762062e-08,7.62968530524377e-06,-2.60513797554287e-05,-0.000138157804942899,0.000110051718156013,4.90518390551459e-08,-4.05101935199333e-09,-0.000139063071354766,-2.70568200316881e-05
"north_east_and_yorkshire","mu_D_2",7.95880668247106e-06,-4.38999241562625e-05,3.07398005490674e-06,-3.71774034072211e-06,-2.03981175563723e-06,1.80629296281695e-06,-1.12564307751595e-06,1.87259119994746e-06,-6.69676361398807e-06,5.68345014632586e-06,-1.54379253037365e-06,1.16351400143174e-06,-3.33204607114158e-06,-5.48461551928054e-06,-1.07173872415308e-06,4.72654774012095e-06,-6.16467270305419e-08,-4.30945850817919e-07,5.86261501196238e-06,3.90794665273538e-07,4.71813155919705e-06,-1.10164365743848e-05,6.46894840773051e-05,1.16328761912751e-06,-2.31120830684524e-06,2.7313446833964e-06,-1.52627411300496e-06,7.73601088656718e-07,-8.58044853956404e-07,1.46283643262279e-06,-9.94516308214315e-05,-1.80044784169102e-10,1.64567645393222e-10,4.74088368624801e-05,0.000363661829213796,0.00016954502077812,5.3174001488983e-08,0.000127223199814756,4.08606604111468e-05,3.04002891858681e-06,-2.39740306659049e-05,1.1585057824449e-05,-4.64474944830967e-05,1.29579526841231e-05,-0.000115368748070723,2.96296079862081e-06,5.77966209813767e-06,-0.000108412417395455,-2.02617429866078e-07,1.2504790777859e-08,0.000110579779448161,0.000208804068119997,-0.000202256972905393,6.19189414762115e-05,2.0646999992581e-07,4.61219653019613e-06,-0.000776207806693356,-5.64308252435862e-05
"north_east_and_yorkshire","mu_gamma_H",2.23100723415164e-05,-7.77850052031304e-05,9.50418972852576e-06,-1.38001388915282e-05,-8.79435614736142e-08,-1.82419741823512e-06,4.28001290083353e-06,-4.46948874773437e-06,-1.50462903447539e-06,5.1681172786123e-06,-2.19468116866799e-06,3.21128169826061e-06,-7.7825583274122e-06,-5.43529921090868e-06,2.44762349991429e-05,9.56624481386872e-06,1.60300351309861e-06,2.11850768549426e-06,8.47350983468175e-06,6.77921383067685e-07,1.25814261582961e-05,-3.89023311927013e-06,0.000116034770174342,7.91433903352199e-07,-1.2375575018955e-06,3.42231552988553e-06,-2.77301569005461e-06,3.44128694685176e-06,-2.33562260324448e-06,3.748446814784e-07,-0.000609043242459108,-1.66766091783152e-09,5.77236996006432e-10,-6.56318966771539e-05,0.00016954502077812,0.000832457070269119,-2.7203357424397e-05,0.000187099457554886,7.17523903362161e-05,2.92665678895146e-06,8.03217729945841e-05,-1.50238596240934e-05,-3.07091519458117e-05,-7.61459453249217e-06,0.000113852845547555,-4.50372365524386e-06,9.10319588379671e-06,-0.000163144934530855,-2.05780719311589e-07,-7.33959897949103e-08,0.000110615289636776,0.000117709232975566,-0.000583979416552675,6.21464218873055e-05,-3.1259493103013e-06,6.37092883044027e-05,-0.002249256964726,-0.000122872757471039
"north_east_and_yorkshire","mu_gamma_H_2",1.03104818538529e-05,1.19280666932719e-05,-5.39662532681183e-07,-6.1839330249637e-08,-2.48839331912267e-07,3.06950484020803e-06,-1.42034612802958e-06,3.67901772719125e-07,1.08786980962824e-06,-1.51884131102589e-06,-6.62752510326447e-07,-2.78121555000398e-07,2.03750343285641e-06,-1.22481157414046e-06,-3.80708358241688e-06,6.98533475814493e-08,-2.35114610879544e-07,-2.81373378644743e-06,2.78721181323156e-06,9.67854345584872e-07,-1.9960890163504e-06,2.38229085810202e-06,-9.72858749217789e-06,-9.23853127370263e-08,4.72667768397923e-07,-1.33734499877256e-06,1.00168384813175e-06,-1.10415573241418e-06,6.7847461256813e-08,5.61284503618128e-07,-7.24160029880792e-05,-1.44833752364038e-09,4.26268972828053e-10,-3.3483900201673e-06,5.3174001488983e-08,-2.7203357424397e-05,0.000100415696101414,-4.77519537974679e-05,-2.06513329817869e-05,-8.25516566902371e-07,1.3137433518195e-05,2.25911618303156e-05,-4.17927800614302e-05,4.04016154786199e-06,-1.23918877066429e-05,-7.78584586871864e-06,1.3837561115618e-06,4.89234406907628e-05,9.99416536002598e-08,-1.17388418194356e-08,-9.77347657283102e-06,-2.32866573241372e-05,1.25227673757232e-05,-6.45380099692172e-05,-3.160622839761e-07,-4.91179226521705e-05,-7.38994981983723e-05,8.89115080942249e-06
"north_east_and_yorkshire","mu_gamma_H_3",2.28349199959424e-05,-8.13345698420875e-05,5.17486026665233e-06,-4.81703016049648e-06,-3.05681299559261e-06,5.06812877362959e-06,3.25496793423595e-07,-1.29236735845615e-06,-3.31106616881484e-06,2.76965451672019e-06,-1.82938083470158e-06,1.34559628576915e-06,-9.44869274539606e-06,-1.24097236048279e-06,9.77980753416782e-06,2.67864177028503e-06,3.15020639727084e-06,-4.76542769752559e-06,1.32212315540869e-05,-1.33589751869784e-06,7.15011803407411e-06,-6.17315000363772e-06,0.000130870165795097,1.31376053016621e-06,-1.92375271948098e-06,2.04466201647245e-06,-1.48140381831447e-06,5.52983139946022e-07,6.44355881021018e-08,3.18022664065533e-07,-0.000632852370127998,-6.06716876972518e-09,2.0926067571499e-09,3.28694401779459e-05,0.000127223199814756,0.000187099457554886,-4.77519537974679e-05,0.000287923140742333,3.46861368551767e-05,4.38143532301965e-06,0.000117863445554751,5.40587918446279e-05,5.47016730209747e-05,-1.7154665579164e-06,-2.71764756471164e-05,1.9923792286896e-06,1.82998504125243e-06,6.93279812886737e-05,-1.59156488702405e-07,1.82639634782274e-08,0.000163308290737632,2.69172351707688e-05,-0.00039105297971096,0.000252246058482194,-1.41463820172081e-06,0.000117376095405879,-0.000170557316170124,-8.63087484992249e-05
"north_east_and_yorkshire","mu_gamma_H_4",1.56475698404423e-05,-5.35131023857818e-05,-2.52432938042381e-06,-4.1512623670036e-06,-2.22188245911636e-06,5.03638562808629e-06,-2.39426435032378e-06,2.93442495431756e-06,-7.96700505278476e-06,9.71058065189912e-06,-1.3290670525576e-06,1.62502973871854e-06,-1.34740235239722e-06,-1.05180319128145e-06,7.95831035771929e-06,3.33578561155329e-06,1.97714061690589e-06,9.82856211763798e-07,-6.42258890945212e-06,3.4139981426133e-06,7.06490879002996e-07,3.78930432391531e-07,1.31867143383979e-05,-1.31848946702789e-06,6.60477564972951e-07,8.98280937315787e-07,-5.69336953917592e-07,2.60352913419168e-07,8.26024732339798e-07,9.3409565805432e-07,-0.000373906930071556,-3.18550091983807e-10,1.7632279912803e-10,4.54734961666239e-05,4.08606604111468e-05,7.17523903362161e-05,-2.06513329817869e-05,3.46861368551767e-05,0.000217443555364187,4.63041796637755e-06,5.54111590862255e-06,-2.00169907505553e-06,1.22262487203411e-06,1.12039998436339e-05,-3.51046978628467e-05,1.03443272718534e-05,-1.08565641310211e-06,-6.74406287036916e-06,1.07852564960596e-07,1.67385857501945e-07,4.137709989731e-05,8.58100150237763e-05,-0.000439463983744041,0.000291582913286239,5.68913474977197e-08,0.000159856429396257,-0.00095532596107354,-2.56909065492276e-05
"north_east_and_yorkshire","p_G_D",-4.72395443279909e-07,-1.45384458654119e-06,2.02778251323038e-07,-4.39799132967726e-07,-2.84446928418902e-07,-5.08193401818211e-08,1.407196683982e-08,-7.05882384703697e-08,-1.93579685521364e-07,-1.25119228082553e-08,-5.45254182659308e-08,-3.741512901506e-08,-1.96077873705823e-07,-1.10364490339195e-07,1.23215637852659e-07,2.18044304036716e-07,-2.60924957578637e-07,4.20662067695026e-07,-3.80999027482875e-07,3.1585220638235e-09,1.0377227637963e-07,-3.18866670585262e-07,2.27552142884676e-06,-1.16993917005344e-07,-2.76085540846153e-07,1.89852472101185e-07,-1.71999380725204e-08,-2.09484169264294e-07,6.10500207515873e-08,4.00224559423434e-08,6.45800594588639e-05,2.02145040458675e-10,-4.15490448197669e-11,-5.57587217914228e-07,3.04002891858681e-06,2.92665678895146e-06,-8.25516566902371e-07,4.38143532301965e-06,4.63041796637755e-06,1.7843200953418e-06,-1.95375934278657e-05,3.52359622322256e-07,9.20234325797106e-07,-2.19196507293417e-06,9.01521142628665e-07,2.09644049364568e-06,1.19490683918152e-07,-2.48752442968386e-06,9.96842378393524e-09,-1.2891539948113e-09,6.60000522810892e-07,2.80067040816495e-06,-9.86126631526239e-06,4.32944025242915e-06,4.72870368701578e-08,4.53473205469349e-06,-5.35595990057469e-05,-1.9124743356074e-06
"north_east_and_yorkshire","p_G_D_CHR",0.000106110224982394,-8.01411535871654e-05,-1.10560165120786e-06,-4.90000742802136e-06,-8.787887618572e-07,1.83329381966921e-05,-8.14505295626573e-07,9.92968220814042e-07,-3.15576592146276e-06,1.8276423107715e-05,-3.29883080159302e-06,6.72017053856095e-06,-5.01979329151356e-06,4.4639869908311e-06,1.02712561398417e-05,2.49770283675209e-06,1.21894280583943e-05,-2.05934555042067e-05,3.48661525933022e-05,3.20901720333487e-06,5.65517422639747e-06,1.28052681469141e-05,0.000114702791301607,7.61564533079299e-06,4.98216715366704e-06,-1.3066861373553e-06,3.20176328898175e-06,1.04968561117775e-06,2.55514451352806e-06,3.07342566419271e-06,-0.00299102418311691,-1.67523802797378e-08,4.85317542046258e-09,9.11416616167648e-05,-2.39740306659049e-05,8.03217729945841e-05,1.3137433518195e-05,0.000117863445554751,5.54111590862255e-06,-1.95375934278657e-05,0.00090285445408635,3.55348885961898e-05,3.32165277802992e-05,9.03817238324137e-06,9.64009878434749e-06,-5.93755811325157e-05,-7.63651001596286e-06,0.000140165451405419,1.6467057607345e-07,-8.27730976207389e-08,0.000140085787478336,-0.000138994481446798,-0.000356055588207549,0.000366424902307321,-3.6469277086966e-06,-0.000150445942690116,-0.00119563038525228,-8.08340994395421e-05
"north_east_and_yorkshire","p_H",2.63944448495712e-05,-8.91614378819299e-06,-1.67437093392642e-07,1.00376114880566e-06,-1.66402064956829e-06,3.3875171346258e-06,-7.06281083937974e-07,-5.10596141668772e-07,-1.65724606942748e-06,-5.50561177748256e-07,-1.12882730863261e-06,-2.33239133415099e-07,-3.27208161586003e-06,-3.23990065658913e-07,-2.58787850982357e-06,-7.46582793711849e-08,9.45010239777927e-07,-9.22601543080022e-07,-1.05907841472089e-07,6.43259751991132e-07,3.51665962409862e-08,-1.88474508206572e-06,3.29693033972364e-05,1.03204989547231e-06,-1.54414136290762e-06,-2.55461535774784e-07,-4.04227054231775e-07,-3.0455193935832e-07,-1.46103940861898e-06,6.87499703625691e-07,-0.000100348175085698,-2.75227102088518e-09,7.75926584003747e-10,5.49834718872413e-06,1.1585057824449e-05,-1.50238596240934e-05,2.25911618303156e-05,5.40587918446279e-05,-2.00169907505553e-06,3.52359622322256e-07,3.55348885961898e-05,6.52168411174896e-05,-2.06141631981742e-05,3.45349246348362e-06,-1.6852586980445e-05,-4.10898372930199e-06,-3.05791244255449e-07,3.89280214439821e-05,-1.03725451770818e-07,-1.34137489064815e-08,6.95174998467935e-05,-3.07441120488809e-05,-1.60759278604797e-05,6.44749553366253e-05,-2.63880883176406e-07,-5.73015629562324e-05,0.000743024180656472,-3.26124647593028e-05
"north_east_and_yorkshire","p_H_2",3.68121184710998e-06,-2.29980156076378e-05,1.17777661078157e-06,-2.46768384687941e-06,-2.48163117401398e-06,1.52129511513279e-06,-1.19746709467383e-06,-1.35030991364153e-06,3.30578789103963e-06,2.73728192985065e-07,-7.51148556684132e-08,8.02182889051541e-07,-6.30717976576498e-06,-8.3970264600081e-08,1.08076643562424e-05,1.31110550344507e-06,4.25372290989381e-07,-2.14336682600646e-07,1.45256518776746e-06,3.44316502064091e-06,-1.9211507262951e-06,3.70344933750758e-06,6.56845856261894e-06,-8.97571477181502e-07,6.07156111117599e-07,2.08002085710564e-06,-2.21540544969578e-06,2.31216853272647e-06,2.49959741594439e-07,-9.90882761246237e-08,-0.00031364437540293,-7.04655860601914e-10,3.5705751131724e-10,5.11297989782469e-05,-4.64474944830967e-05,-3.07091519458117e-05,-4.17927800614302e-05,5.47016730209747e-05,1.22262487203411e-06,9.20234325797106e-07,3.32165277802992e-05,-2.06141631981742e-05,0.000361355737344574,3.57902966641367e-06,-3.64312601908175e-05,2.67468339012926e-06,-4.82115060721641e-06,-5.86505011485649e-05,-1.03611699201213e-07,-2.55631661595723e-07,5.61669664066944e-05,-9.41240359324093e-05,-0.000173082412696153,0.000173545361652029,-2.41898460819286e-07,2.75812488285451e-05,-0.000520889166984237,-4.0530577392547e-05
"north_east_and_yorkshire","p_H_3",4.31031334417385e-06,-8.54947074589792e-06,2.55441698342112e-07,-2.6610763268541e-07,3.01486070613021e-07,1.95699039285424e-07,2.24969916999668e-07,-5.72330120966556e-07,3.65393576103112e-07,2.69218915287607e-07,-3.35916577987439e-07,-4.45407562276e-08,-1.60108291556971e-07,-6.12243068234812e-07,-2.37554026801084e-06,2.21466398546105e-07,8.2092364139043e-07,-4.86059811484969e-07,-1.1959462425114e-06,7.42787423766008e-07,5.45740182308093e-08,-1.09907424076413e-06,4.285855002632e-06,-1.68586209309373e-07,1.67573419711171e-07,-6.67021166847312e-08,-1.70259531482648e-07,3.08769343829113e-07,7.83200391062562e-08,-8.77543449072547e-07,-5.47355160911175e-05,-2.44902808893504e-10,7.7859211520687e-11,6.99778196776389e-06,1.29579526841231e-05,-7.61459453249217e-06,4.04016154786199e-06,-1.7154665579164e-06,1.12039998436339e-05,-2.19196507293417e-06,9.03817238324137e-06,3.45349246348362e-06,3.57902966641367e-06,2.87391523269038e-05,-1.69555992286429e-05,-3.33557861157241e-06,-7.01061123133323e-08,-3.34268877702567e-05,-2.04931968357161e-08,-5.57497501125123e-09,5.7342545003527e-06,1.66348222997782e-05,-7.32208116706367e-05,1.10069117246007e-05,-2.32970658666665e-07,7.45110176945693e-05,-0.000210530353250125,-8.72387382289703e-06
"north_east_and_yorkshire","p_H_D",6.5930974646007e-06,6.00777960272942e-06,1.09712644059178e-06,-5.37219344586049e-07,4.50136178392377e-07,-2.06417324078657e-06,2.72447779266248e-06,-2.48427632884554e-06,2.3631048079994e-06,-1.63641617126062e-06,3.55334191770245e-07,4.17460946257788e-08,-2.82191907504931e-07,3.80699432648801e-06,4.62503319722273e-07,-2.23840947306502e-06,-1.01619808460748e-06,3.98140461575647e-07,1.08478376031795e-06,-1.85020023939646e-06,4.96081841500181e-07,3.91206412422615e-06,-1.57101817289393e-05,4.5799521519927e-07,-1.91741310199708e-07,1.50208378070052e-07,6.75684789275934e-07,-1.01862476538501e-06,8.01687250334588e-07,-1.07891634150203e-07,-6.84983712130794e-06,2.37846938368748e-10,-5.05240460601431e-11,-7.06092971035258e-05,-0.000115368748070723,0.000113852845547555,-1.23918877066429e-05,-2.71764756471164e-05,-3.51046978628467e-05,9.01521142628665e-07,9.64009878434749e-06,-1.6852586980445e-05,-3.64312601908175e-05,-1.69555992286429e-05,0.000148639722863459,1.93081227334308e-06,-6.84623207435866e-07,-9.97936900936891e-05,1.40276977971146e-07,-1.1356562985149e-08,-4.39736414142062e-05,-0.000107047730673889,9.55152984572158e-06,-7.11386935031307e-05,-8.07720945572539e-07,-4.231535347689e-05,1.04450953540291e-07,2.90831807649182e-05
"north_east_and_yorkshire","p_ICU",-6.52080741030244e-06,-1.95017001582082e-06,-1.0307804617376e-07,2.38752605608014e-07,-3.47658463785657e-08,-1.79885051387434e-06,3.09030591419157e-07,-1.33435686030182e-07,2.35558481250286e-07,-1.73581800631932e-06,1.60866727235508e-07,-3.71449498656226e-07,-1.44003824152428e-07,-4.97168498204882e-07,-1.81631059872397e-06,2.64301043364685e-07,-1.35714652828199e-06,3.45051478074888e-06,-6.00108851544706e-06,8.88844399612464e-07,-9.26224812096102e-07,-1.01949633233708e-06,4.64607889034075e-06,-6.761773319396e-07,-4.86532545248039e-07,4.34850644407205e-07,-5.73572158793707e-07,2.12385224148466e-07,-5.3941977283648e-07,-3.11705514173034e-07,0.000185681417290521,7.74693545870184e-10,-1.54166761854306e-10,-6.43591405417207e-06,2.96296079862081e-06,-4.50372365524386e-06,-7.78584586871864e-06,1.9923792286896e-06,1.03443272718534e-05,2.09644049364568e-06,-5.93755811325157e-05,-4.10898372930199e-06,2.67468339012926e-06,-3.33557861157241e-06,1.93081227334308e-06,1.91025551561309e-05,4.93911695852532e-07,1.55004177735691e-05,-3.33336716715668e-09,7.7725293090388e-09,2.96462146566642e-05,2.36828097817863e-06,-7.60853037983014e-06,1.11833462175633e-05,3.41005765162382e-07,6.11096653088396e-05,8.0200309112074e-05,2.72203682317678e-06
