"region","name","alpha_D","alpha_death_hosp","alpha_H","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18","beta19","beta2","beta20","beta21","beta22","beta23","beta24","beta25","beta26","beta27","beta3","beta4","beta5","beta6","beta7","beta8","beta9","eps","m_CHR","m_CHW","mu_D","mu_D_2","mu_gamma_H","mu_gamma_H_2","mu_gamma_H_3","mu_gamma_H_4","p_G_D","p_G_D_CHR","p_H","p_H_2","p_H_3","p_H_D","p_ICU","p_ICU_2","p_ICU_D","p_NC","p_NC_weekend","p_W_D","rel_p_D_delta","rel_p_H_delta","rel_p_ICU_delta","rho_pillar2_tests","seed_date_delta","start_date","ta_delta"
"east_of_england","start_date",-0.00155621008124833,-0.00103822065715238,0.000114996692753291,0.000411666288905785,2.49095138077385e-05,-0.000126512628620857,3.98489631348509e-05,-3.03718887610589e-06,6.85814018940619e-05,9.43686758362207e-08,-6.95081980030692e-06,3.78349502497454e-05,2.59908574437253e-05,8.71512320427243e-06,0.000140367077835025,-1.21714291500374e-05,0.000105099741743123,-6.29541687672443e-05,0.000134971624436085,-6.32331062522244e-05,0.000111123139615379,-6.14703392374813e-06,0.000120450859648358,-2.53746590292834e-05,2.68680818290211e-05,-1.73256196913175e-05,-8.15094072090055e-06,-1.81754779651194e-05,3.04739489241072e-05,4.16409711212121e-05,0.0118873962238982,-6.39445709728467e-09,-1.56084401375981e-08,-0.00161525252864645,-0.00449077767118761,6.60356366442578e-05,-0.00145207286962436,-0.000205837186935427,0.000219714330606834,-2.4082499649857e-05,0.00380974793263639,-0.000242690846756377,-0.000455174050853712,-0.000452905813731268,0.00192220717488035,-0.000308464772612146,-0.000234611855528302,-0.000298050202111628,6.03472494670243e-06,5.09380607510641e-06,-0.00463768818755196,0.00259545188086887,0.000582365363655432,0.00199684283540559,9.03017098649159e-06,-0.0251151108426411,0.263827794886797,-0.000181820999752829
"east_of_england","ta_delta",1.10046382716116e-05,2.64156628792944e-06,3.85988057534479e-07,2.65451056050726e-07,-1.87790481201416e-06,4.09033621397901e-06,-2.63918309502507e-06,1.11203968929653e-06,-5.24921027889437e-07,6.74575125522559e-07,5.60448990539511e-08,3.66313751489839e-07,-1.52241348570856e-06,3.59690909437289e-06,-3.45141936269402e-06,-5.79062018437261e-06,-3.45347549714412e-06,-1.25796158629621e-05,-2.41961482286179e-06,-4.70711080918755e-06,-6.80386688253953e-06,-4.23708170444947e-06,-5.88353197598113e-06,1.34357227445715e-07,2.15404420344323e-07,1.17809946304114e-07,-5.70021550165165e-07,6.71651623251822e-07,-1.37160531369932e-06,2.3486227764395e-06,-5.60756981862763e-05,5.39334157857213e-10,-2.21939773832449e-10,2.18205210608141e-05,-1.8933736447903e-05,-1.76248055310189e-05,6.33005171225416e-06,-1.51384124889674e-05,8.50867394561789e-06,-3.40324015053581e-07,1.89504028855134e-05,-1.07505130566049e-06,1.69208785794348e-05,-2.23824904503193e-06,1.47006601182861e-08,-9.5831136549025e-06,-1.11249772498138e-06,-2.19097715794584e-05,-1.51396778964095e-08,4.67930276096862e-09,-2.1008130840181e-05,-6.05719937647719e-05,-1.04495534658405e-05,5.91518185874558e-05,9.09623489504992e-08,0.00779753485340433,-0.000181820999752829,0.000134292217819896
"london","alpha_D",0.000565771301298063,-2.95606624772276e-05,1.67951278114712e-07,1.53047036768521e-06,2.28468126824428e-08,2.84293511445141e-06,-2.00544785948643e-06,1.49777958643884e-06,-3.37078580611486e-06,1.99876970219094e-06,5.57588468691796e-07,-5.62892739192194e-08,3.77061627784041e-06,-2.56886710235018e-06,-1.37405400721505e-05,1.12316289719071e-06,-3.73150083355866e-07,1.22653096340785e-05,-1.19565772999451e-05,5.17985083656478e-06,-3.11310673726942e-06,1.44963746657568e-05,-9.64307137556203e-05,8.15049214034475e-07,4.93779414071158e-08,1.52442415668551e-07,9.23686481540779e-07,-2.20855580515164e-06,3.17183034966796e-06,-2.82744225253026e-06,-3.74417523093904e-05,4.22069412205662e-09,-7.47650090890568e-10,-3.93951425576805e-06,2.59119514798291e-05,0.000100307651685918,-5.21747717977117e-05,1.18911526104002e-06,1.73654096913616e-05,-1.45080795191386e-06,-0.000212100986311477,-1.62281763118059e-05,-3.7687287701663e-05,-1.08138831769154e-05,-3.59163381052478e-05,4.22479161266135e-05,3.40192613657339e-06,9.02141949551199e-05,3.50721224842906e-07,2.81235591815797e-07,-0.000101584130662939,-6.97647644525061e-06,-8.26320826914683e-05,3.46635560802104e-06,-4.34916117499903e-07,0.00118741945302796,0.000230587922110314,5.31640630449337e-06
"london","alpha_death_hosp",-2.95606624772276e-05,0.000175777640807332,-2.9477895097431e-06,1.53719442775507e-06,1.97519462789388e-06,-3.53886738336227e-06,1.60285445464248e-06,3.27176979765422e-07,-5.28254052432458e-07,-5.72535503770023e-07,-1.54327516914466e-07,7.81581628787954e-07,6.32790449274098e-07,1.88598977132854e-06,6.04575826141502e-06,-1.6226760705117e-06,-1.37591809232674e-06,2.3603538843298e-06,-2.55922439706063e-06,1.29905666734427e-06,-5.02231803382079e-07,2.98848990203324e-06,-7.40554282332811e-05,4.56929559496033e-07,-6.32105693300169e-07,6.58470023575694e-07,-9.98696748700795e-07,4.81217739281316e-07,-1.13069377824244e-06,-6.99391522132148e-07,0.000687057535824635,5.2025269716572e-09,-2.61714543621889e-09,-3.05437182832461e-05,-0.000138220672066741,1.89790132131617e-05,3.00597709856293e-06,-0.00013847665522359,-2.50336870805418e-05,-9.60065902395667e-07,-0.000231199376952557,-1.91496199087639e-05,-2.70736474874243e-05,-1.11402421890499e-05,5.58410995043162e-05,2.62720651522984e-05,6.64614642954814e-06,0.000159812108778688,2.46976654497848e-08,1.48323669626612e-09,0.000103167342430535,-1.22243182787381e-05,5.06340882078186e-05,-0.000102492498186269,5.66971041308205e-07,0.00054881756207635,0.0017454760519835,6.82201091183457e-06
"london","alpha_H",1.67951278114712e-07,-2.9477895097431e-06,7.93585458698109e-07,-1.61376126682294e-07,-3.50445209169121e-08,1.07758682234649e-07,-7.31012236072444e-08,6.44799435529424e-08,-2.50429620430916e-07,1.96993461511951e-07,4.25888754418417e-08,-5.74877557808618e-08,1.32370698392431e-07,-1.41180120108165e-07,-2.14861251072552e-07,1.48911734069657e-07,1.02638123333357e-07,2.58360349811707e-07,-1.09425870312036e-07,-2.42416637664116e-08,2.24855989889199e-07,1.25857081058025e-09,1.87606480374301e-06,-2.94897195121203e-08,5.13792116027119e-08,-5.47977607358909e-08,1.32833835582068e-07,-1.24541290443533e-07,1.11400573812437e-07,1.02086991017585e-07,-2.11407525602361e-05,-1.37371146540707e-10,1.02246445294747e-10,1.31478924893849e-06,5.21612436717729e-06,3.22297458015751e-06,1.06762782017841e-06,4.73132711200115e-06,-1.73216955108478e-06,-7.67131226275941e-08,6.37971252079366e-07,5.58323687663706e-07,-3.24287164842017e-07,-5.67662949440986e-07,-1.67140880635634e-06,-1.53963081854408e-06,-1.91292600040525e-08,-5.48217904791819e-06,1.20248925244578e-08,-1.02528966223463e-08,-9.0148636684653e-06,-5.19093617770857e-06,-1.233176306956e-06,-1.58723355539293e-06,-6.28447054699035e-08,-1.07370889805751e-05,-0.000145113259980517,-7.75061057669426e-07
"london","beta1",1.53047036768521e-06,1.53719442775507e-06,-1.61376126682294e-07,1.27960684780747e-06,4.3431971926417e-08,-1.09822119502177e-07,1.23126635864655e-08,-8.96169424008853e-08,1.74496137107787e-07,-4.33064704282047e-08,-9.43317281603421e-08,5.73247497365994e-08,-2.4989996956429e-07,4.31250682686179e-07,-1.08006324688826e-06,-3.88371489778432e-07,-6.46137755498005e-08,-7.67621309969889e-08,-5.21816710953039e-08,-1.29054603195717e-07,-4.10634715451785e-08,4.3141679284158e-07,-9.1034525673821e-06,6.41625605971773e-08,-1.15379750915387e-07,7.99843605244338e-08,-1.50691100217007e-07,6.04926036625232e-08,-5.2591951762914e-08,-1.35724396359641e-07,6.26887344074895e-06,-9.34260187389145e-11,1.02744262787421e-10,3.94282644794116e-07,-9.46879552714885e-06,-1.12996773384888e-05,-2.44104459950378e-07,-3.52076132003677e-06,-7.67462381364582e-07,3.4756644980193e-07,-6.62419648897129e-06,1.12582969827655e-08,-1.5435464826229e-06,2.95406064772819e-06,1.01815680777559e-06,1.67233099380125e-06,7.11811683976625e-08,8.74414190910676e-06,-5.72778054096901e-09,1.61903827401646e-08,7.12921922981992e-06,6.57105606439334e-06,-4.28714719173439e-06,6.35977006751407e-06,9.14308631322988e-08,5.64456561975207e-05,0.000827937895775673,1.18643751361277e-06
"london","beta10",2.28468126824428e-08,1.97519462789388e-06,-3.50445209169121e-08,4.3431971926417e-08,1.07358811270657e-06,-1.09576846606537e-06,2.80515077288138e-07,2.43311800849838e-09,1.35117791253249e-07,-5.14898312277421e-08,4.41146944466973e-08,8.78844570431432e-08,2.08780088886024e-07,1.7261259979185e-07,1.09731364873642e-07,1.4124569852545e-08,2.7817298012163e-07,-1.49247667519431e-07,5.25471649244345e-07,2.04185817968921e-07,2.08764218339097e-07,5.75583147563746e-07,-6.06027968199038e-06,4.78710007587525e-08,-9.14451057980805e-09,2.91741259442417e-08,1.10291091536898e-07,-2.10265317480842e-07,5.75791105287173e-07,-8.50661389089466e-07,2.27537510289192e-05,2.35101304916546e-10,-1.92568290916563e-10,-1.51190367948219e-06,-3.61494924693369e-06,3.28198709121131e-06,-1.65745167932591e-06,-9.07493940850669e-07,-5.51601391175311e-06,-1.25989108124935e-07,-9.28149117795864e-07,-8.0383443884535e-07,-7.04396836687771e-06,3.28750802387958e-07,8.02428503681573e-07,-1.03978872969557e-06,3.2611830630803e-07,3.79511388131034e-06,3.87995062945309e-09,1.03730103414722e-08,3.27738622909304e-06,4.69823599400586e-06,-4.86017932532583e-07,-8.41627997924611e-06,3.20923048751272e-08,-2.5069896541383e-05,3.05466425156011e-05,-5.22951275948549e-07
"london","beta11",2.84293511445141e-06,-3.53886738336227e-06,1.07758682234649e-07,-1.09822119502177e-07,-1.09576846606537e-06,2.49830338096451e-06,-1.37509990651866e-06,8.49292741731695e-07,-1.0979963501845e-06,7.8049158444648e-07,1.02676520863873e-08,5.13486811941565e-08,2.85582279891203e-08,-1.52685860820686e-07,-1.52081407559618e-07,2.60488965454488e-07,-2.30859020816753e-07,4.11132006097472e-07,-2.30231092731966e-08,-3.72167071493173e-08,-3.09568019286703e-08,-2.36312874911053e-07,6.98173103669676e-06,6.20701305389119e-09,8.99784289589479e-08,-4.43763633976891e-08,-2.27770585159191e-09,3.24934842757497e-07,-5.01626818238782e-07,8.42628902079262e-07,-1.00533982306391e-05,-9.65934720496277e-11,1.83792402103824e-13,3.55267649881157e-06,3.29886969079928e-06,5.70943005747997e-06,3.79850096371113e-06,7.16740779583589e-07,6.45255569810726e-06,5.15930003382923e-08,9.49111511869205e-06,-1.82501661972739e-07,2.3064395019216e-06,-3.53935731963748e-06,-2.58994307950079e-06,-1.05723309177996e-06,2.43985791539443e-07,-3.29729815209528e-06,1.25199782463905e-08,-2.03996164593353e-08,-5.42015243095676e-06,-2.59000708541493e-05,5.12833566252501e-07,1.22295751827209e-06,-1.07330016594952e-07,-7.62580838375759e-06,-0.000122429279439998,2.52375475854229e-08
"london","beta12",-2.00544785948643e-06,1.60285445464248e-06,-7.31012236072444e-08,1.23126635864655e-08,2.80515077288138e-07,-1.37509990651866e-06,1.61918264024316e-06,-1.26744430657809e-06,1.62679208582709e-06,-9.66126435893057e-07,1.03186077420147e-07,-6.62753096470968e-08,7.51175351321271e-08,5.3042363567525e-08,1.67267883627851e-07,-6.70963659003654e-08,1.41361308505229e-07,-1.08172196035406e-07,-5.50866613653744e-07,3.33804151157378e-07,-9.01840803120344e-08,1.61184500302532e-07,-1.90659205580239e-06,-2.37902738151515e-08,-2.46770495167191e-08,7.31543887122349e-08,-8.78331591391877e-09,-1.39435381059371e-07,2.45669726260768e-07,-2.18385705792797e-07,6.17649157822219e-06,1.98593175040327e-10,-4.6786134583445e-11,-2.15314762164788e-06,-4.23346120974649e-07,-5.94881725648197e-06,-1.62513848440078e-06,-1.6542354711011e-06,-4.19375362831398e-06,-1.44849078499119e-07,-1.05586050192926e-05,-8.04305385084795e-07,3.74863342434387e-07,2.32711901052316e-06,1.31348249610194e-06,1.76004580864839e-06,-3.89559674074379e-07,2.31243478450408e-06,-1.09892633302072e-08,8.79197629476653e-09,1.91860471807892e-06,2.06630343098378e-05,1.97551487814902e-08,2.03608233536185e-06,7.49783846965696e-08,3.34098842232137e-05,2.33480449320571e-05,-1.55029808088645e-07
"london","beta13",1.49777958643884e-06,3.27176979765422e-07,6.44799435529424e-08,-8.96169424008853e-08,2.43311800849838e-09,8.49292741731695e-07,-1.26744430657809e-06,1.53368110282729e-06,-2.05030077114176e-06,1.43667242422137e-06,-1.25900346075484e-08,2.05197649082908e-07,1.42498534160731e-07,1.91121000240994e-07,-8.72383558256992e-09,2.50147602605518e-07,1.8373977112296e-07,4.23109840306898e-07,4.15778274187341e-07,2.20551233553425e-07,3.14068251501302e-07,3.72343115727214e-07,9.45360409652719e-07,1.02374480045198e-07,5.05275797417911e-08,5.86771422292694e-08,8.78713051823256e-08,1.59105125365017e-07,-3.89388779849833e-08,1.86973066418593e-07,9.2393722571844e-06,1.29279054825775e-10,-1.37590829731565e-10,5.65699484842047e-07,-8.21128293050124e-07,6.46308223610076e-06,5.04514670713284e-08,6.94692858403857e-06,-1.16049734297325e-06,-9.27249133558623e-08,6.59587515816521e-06,-2.29296793624343e-06,-3.33664428532504e-06,-2.13725014841515e-06,-1.48676817118364e-06,-1.56039041756858e-06,5.40219420578715e-07,2.87772980709557e-06,2.33701942188423e-08,-2.33609736502379e-09,4.78319238282451e-07,-1.41490865819026e-05,-9.9857186837804e-07,-6.45399757919913e-06,-8.78112094587693e-08,-7.23093840317901e-05,-0.000103558934707335,-9.06764012417522e-07
"london","beta14",-3.37078580611486e-06,-5.28254052432458e-07,-2.50429620430916e-07,1.74496137107787e-07,1.35117791253249e-07,-1.0979963501845e-06,1.62679208582709e-06,-2.05030077114176e-06,4.47685769042224e-06,-3.32505312439898e-06,2.860124337951e-07,-2.08379807923562e-07,2.78061645260912e-07,-1.17441700942685e-07,3.13055586754094e-07,-1.8183283233635e-07,-7.18101500865733e-08,-3.41982983727078e-07,1.30119533959879e-07,-4.08257655095882e-07,5.40575330163206e-08,-1.7355186798337e-07,-1.63574859608935e-06,-4.6969902313117e-08,-5.83803414321373e-08,7.03051515223854e-08,-3.39148526160961e-08,-1.36862891423403e-07,1.63172246300521e-07,-1.35982835733037e-07,-3.19442703902309e-05,-3.46752087834369e-10,1.14887614996566e-10,-1.09557853315861e-06,-4.03431293005067e-06,-1.35783498795874e-05,2.18880770682736e-06,-1.38175347419663e-05,4.84506587425151e-07,9.01882540621746e-08,1.6714490756626e-05,1.84935203763928e-06,4.34768589670185e-06,1.9691465176005e-06,2.87890798941296e-06,-1.18402625565852e-07,-9.02232885604457e-07,-3.84819999530077e-06,-2.41429444944402e-08,2.6292746378487e-08,-9.3544927322599e-07,4.58494867581843e-06,5.23722133568178e-06,6.35193446753694e-06,2.02287517847133e-07,0.000179929701029697,0.000151720899493846,7.2350072180268e-07
"london","beta15",1.99876970219094e-06,-5.72535503770023e-07,1.96993461511951e-07,-4.33064704282047e-08,-5.14898312277421e-08,7.8049158444648e-07,-9.66126435893057e-07,1.43667242422137e-06,-3.32505312439898e-06,3.76500847672292e-06,-3.8006360790787e-07,4.90912168417147e-07,-2.48692600337746e-07,1.51897449366391e-07,-5.54802943727868e-07,3.81873983715517e-07,1.47344012005265e-07,1.17384787257027e-07,2.44735327216567e-07,4.18809396712982e-07,1.16041117673324e-07,-5.34333313194172e-08,4.47254747638405e-06,1.51297301084284e-07,5.03295077929799e-08,9.09529592942701e-08,1.24016200928157e-07,1.68642435586812e-07,5.55857589617813e-08,2.13663829785759e-07,6.81850568721767e-06,2.01269390618898e-10,-4.65785200049595e-11,4.40311285820262e-07,1.40831042707817e-06,3.52011289014497e-06,2.42082555715828e-07,1.08778607862139e-05,-1.74766208511387e-06,-3.37582425346238e-07,-5.91025099507443e-06,-4.10934685756048e-06,1.11250594288004e-06,-4.43137015784411e-06,-1.37794200937918e-06,-4.97253677752232e-07,4.99003641946854e-07,-1.0436352408496e-06,4.88670326235608e-09,-3.57672664946152e-08,1.49718669331378e-06,-1.34005611261679e-06,1.2883390356974e-06,-6.12667467931325e-06,-1.74491848249737e-07,-0.000138214310172408,-0.000127811375142391,-4.08849762661472e-07
"london","beta16",5.57588468691796e-07,-1.54327516914466e-07,4.25888754418417e-08,-9.43317281603421e-08,4.41146944466973e-08,1.02676520863873e-08,1.03186077420147e-07,-1.25900346075484e-08,2.860124337951e-07,-3.8006360790787e-07,2.1051718617416e-07,-9.65592199102945e-08,3.89148643813303e-07,-9.48290416321351e-08,1.99527422329092e-07,1.71281069634627e-07,1.38552176385912e-07,2.08573510525807e-07,2.97065393597983e-09,2.0978806001782e-07,1.46901002307114e-07,2.7645541833313e-07,-1.16826892486469e-07,1.25539630920274e-08,3.29495652816448e-08,4.25360357565928e-08,4.49838671580985e-08,2.49708967921947e-08,4.84085847406746e-08,6.13612560513113e-08,-4.36372259421484e-06,7.51008802534863e-11,-6.76595057069491e-11,-6.32346133979069e-07,1.55192324714771e-06,6.85351024299114e-07,-1.76809702919905e-07,2.36801423968282e-06,-1.44070718595467e-06,-5.87355474313382e-08,4.80897160593914e-06,-9.87041731887626e-07,-6.08889439210623e-07,-7.07207717914588e-07,-1.70178715389005e-07,-3.11585034131819e-07,-6.17637228657061e-08,4.45525796258187e-07,8.39385665652132e-09,3.62844593111628e-09,-1.61669297124083e-06,8.87711506393249e-07,9.67193651492407e-07,-8.40402600288423e-07,-8.87687153750384e-09,2.08556293143684e-06,-7.40999174117307e-05,-9.11417337212716e-07
"london","beta17",-5.62892739192194e-08,7.81581628787954e-07,-5.74877557808618e-08,5.73247497365994e-08,8.78844570431432e-08,5.13486811941565e-08,-6.62753096470968e-08,2.05197649082908e-07,-2.08379807923562e-07,4.90912168417147e-07,-9.65592199102945e-08,3.03348694356384e-07,-2.54083875176645e-07,3.20267105870729e-07,1.59928651525181e-08,4.1843180824465e-08,7.99829526545785e-08,-8.42673454385383e-08,2.9252555400926e-07,9.36732733063484e-08,1.08511574923645e-07,1.08567306918831e-07,9.65625721534354e-07,5.41891869997506e-08,-2.03161124083044e-09,6.95349740433433e-08,2.91527769772263e-08,3.02565876192263e-08,6.00763406165846e-08,1.54031055627109e-08,1.142906910093e-05,1.48070150466715e-10,-1.14793684916989e-10,-1.18973353334814e-07,-5.09686581736827e-06,6.05782104341325e-07,-6.35055035957385e-07,-1.26535935116384e-06,-1.8863263706403e-06,-8.85356264508984e-08,3.07838315564191e-07,-1.34975835513416e-06,-2.79615254575387e-06,-1.14889690983372e-06,1.13049786578116e-06,1.03526101919798e-08,6.55482474077044e-08,7.76688451233008e-07,9.14421995550329e-09,6.33396085225037e-09,2.56717375241451e-06,-2.50310809638501e-06,7.0860553248562e-07,-3.82304742823481e-06,9.82014961565748e-09,-1.81739954077049e-05,2.46040601473148e-05,6.43374164443222e-07
"london","beta18",3.77061627784041e-06,6.32790449274098e-07,1.32370698392431e-07,-2.4989996956429e-07,2.08780088886024e-07,2.85582279891203e-08,7.51175351321271e-08,1.42498534160731e-07,2.78061645260912e-07,-2.48692600337746e-07,3.89148643813303e-07,-2.54083875176645e-07,1.92242133269994e-06,-1.11460068071499e-06,2.63434084981116e-07,8.87347041381873e-07,1.40358302504887e-07,9.91454468239315e-07,1.57940984713674e-07,7.66779588717556e-07,5.02416238621259e-07,4.31183292361409e-07,1.6800261810998e-06,1.95448448975887e-08,1.11390520359938e-07,4.03850294246578e-08,1.13111328560725e-07,1.15287996408356e-07,7.32282305976971e-08,5.76100271021723e-08,2.62586012735301e-07,3.51273793021313e-10,-2.06403537680539e-10,-7.32229781770711e-07,3.54321438698005e-06,3.81923182374744e-06,1.42182479648962e-06,-1.5669554844948e-06,-9.4788938357784e-07,-1.7767873734642e-07,3.04873902764488e-06,-2.69067729275871e-06,-3.32813395656267e-06,-2.7562250101472e-06,-9.84516073409463e-07,-5.70576790696911e-07,-3.03066252596306e-09,2.12841122473481e-06,3.35775980906563e-08,7.3884499448821e-09,-2.56802101473105e-06,-1.5872517310006e-06,-3.83360873103039e-07,-5.98084426546484e-06,-7.18129929456648e-08,-4.02272752521821e-05,-0.000209877898349718,-3.40007818168321e-06
"london","beta19",-2.56886710235018e-06,1.88598977132854e-06,-1.41180120108165e-07,4.31250682686179e-07,1.7261259979185e-07,-1.52685860820686e-07,5.3042363567525e-08,1.91121000240994e-07,-1.17441700942685e-07,1.51897449366391e-07,-9.48290416321351e-08,3.20267105870729e-07,-1.11460068071499e-06,1.93833026951999e-06,-1.03839806365985e-07,-1.02849761361494e-06,8.19703214186795e-07,-1.16417007414677e-06,7.05318464471447e-07,3.92884672962019e-08,8.17669914266478e-08,2.69347958192492e-07,-7.88020425610353e-07,1.2464566863109e-07,-1.136873088828e-07,1.65085829809134e-07,-1.28018582057199e-07,1.07182115603681e-07,7.45824450663128e-09,-7.77854976816872e-08,4.32576575370464e-05,3.01539717828115e-10,-2.35799605905971e-10,-9.44570626528299e-07,-8.8727352387128e-06,-3.97121906476854e-06,2.15680523873455e-06,-5.83962269153809e-06,-5.36602222160814e-06,2.41332067396003e-08,-5.23088928461797e-06,-1.01420061664405e-06,-6.75833951565145e-06,1.55396701304224e-06,1.88318222030907e-06,5.82852155214111e-07,4.08279532178394e-07,5.55282862237504e-06,8.76049722957797e-09,6.03765278947899e-09,4.20377415689258e-06,-4.49070946349959e-06,1.63149796719671e-07,-5.93119429372313e-06,4.29603025415302e-08,0.000115585006252388,0.00029957317792094,1.05986704531257e-06
"london","beta2",-1.37405400721505e-05,6.04575826141502e-06,-2.14861251072552e-07,-1.08006324688826e-06,1.09731364873642e-07,-1.52081407559618e-07,1.67267883627851e-07,-8.72383558256992e-09,3.13055586754094e-07,-5.54802943727868e-07,1.99527422329092e-07,1.59928651525181e-08,2.63434084981116e-07,-1.03839806365985e-07,6.04650897464302e-06,-1.84171572165247e-08,9.73438007986857e-07,-1.68188428414325e-06,8.90810202700785e-07,-1.94244132632105e-08,2.03796373068978e-07,-1.40390493547014e-06,1.32039342421714e-05,-6.9500949136598e-07,3.85900887250766e-07,-3.50390773684062e-07,9.51939206040798e-08,3.23504195027896e-07,-2.75416513893611e-07,1.07550763960583e-07,2.00699843897577e-05,9.37077424240797e-12,-7.32190593195012e-11,-5.82053721132257e-06,-1.21586297000392e-05,1.16976529291196e-05,1.94518553390014e-06,-4.60507823358443e-07,3.26515590342905e-06,-2.20633407410465e-08,8.05962440848282e-06,-1.24839900576672e-06,6.78423384450438e-07,-4.06537828443244e-06,1.30367075426171e-05,-2.66487946179577e-06,-1.05908563627969e-06,-9.65956711779563e-06,-8.81935401716433e-09,4.13872280396939e-10,3.39024425532587e-06,-9.5603461720828e-06,1.42685726360415e-05,1.49663314429486e-07,7.38178004993591e-09,2.96776363411114e-06,-0.000413059415982334,-1.53348224954287e-06
"london","beta20",1.12316289719071e-06,-1.6226760705117e-06,1.48911734069657e-07,-3.88371489778432e-07,1.4124569852545e-08,2.60488965454488e-07,-6.70963659003654e-08,2.50147602605518e-07,-1.8183283233635e-07,3.81873983715517e-07,1.71281069634627e-07,4.1843180824465e-08,8.87347041381873e-07,-1.02849761361494e-06,-1.84171572165247e-08,1.52669721698462e-06,-6.28222436997826e-07,1.88335807327566e-06,-5.91426742673461e-07,6.51625459682994e-07,4.36491466709936e-07,4.40004755790853e-07,3.27485209337562e-06,2.05771793144184e-08,1.16938154653891e-07,-8.79904023631188e-09,2.23200335712294e-07,-5.82317475933555e-08,2.23915596389425e-07,1.14723052425186e-07,-1.43366157750357e-05,1.69772227894971e-10,-9.03864877113857e-11,8.9779853623799e-07,9.07485130348476e-07,2.55468525773732e-06,-9.38060004537958e-07,8.3612137438784e-06,5.02400692620494e-07,-3.14731717665012e-07,2.36212213617915e-06,-2.36050199921441e-06,-2.3557739480285e-06,-2.52546476237648e-06,-4.606463650582e-07,-3.52354079621474e-07,-7.00910132342271e-08,-3.51526418826597e-06,3.18920455136908e-08,7.69496263100073e-09,-1.37070682898903e-06,-1.10453717601186e-05,-4.20094607281502e-06,-3.57619180874711e-06,-9.36464193802458e-08,-0.000110716146019648,-0.000320426778020413,-2.57069857657455e-06
"london","beta21",-3.73150083355866e-07,-1.37591809232674e-06,1.02638123333357e-07,-6.46137755498005e-08,2.7817298012163e-07,-2.30859020816753e-07,1.41361308505229e-07,1.8373977112296e-07,-7.18101500865733e-08,1.47344012005265e-07,1.38552176385912e-07,7.99829526545785e-08,1.40358302504887e-07,8.19703214186795e-07,9.73438007986857e-07,-6.28222436997826e-07,1.85749615857486e-06,-2.33945264009827e-06,1.49862824294378e-06,3.29588682327483e-07,3.03458415191367e-07,6.53636211582589e-07,-1.12264958312699e-07,-4.85687178753412e-08,8.15853511970066e-08,6.74683803849354e-08,-3.93805092515466e-08,2.17061499512433e-07,-2.41774549880625e-08,-5.52354095763623e-08,-7.33479932750203e-06,9.92096662850528e-11,-8.13162051157169e-11,-7.04508094690693e-07,5.67867797689559e-07,-1.94484944252061e-06,1.65174115007884e-06,5.01154719292377e-06,-3.47566025064437e-06,1.29785275515585e-07,8.00162025074069e-06,-2.47928691774794e-06,-4.02185402102785e-06,4.19371417951667e-07,1.22886455155176e-06,-3.47568624906241e-07,-3.13800408914759e-07,-2.55933995276056e-06,1.73215830343642e-08,4.42625040170023e-09,-3.40692296453789e-07,3.4117372046435e-06,-7.15253637882227e-07,-7.4940156064789e-07,-4.3969519240775e-08,2.36715432081993e-05,-1.50766234486926e-05,-1.78594455407828e-06
"london","beta22",1.22653096340785e-05,2.3603538843298e-06,2.58360349811707e-07,-7.67621309969889e-08,-1.49247667519431e-07,4.11132006097472e-07,-1.08172196035406e-07,4.23109840306898e-07,-3.41982983727078e-07,1.17384787257027e-07,2.08573510525807e-07,-8.42673454385383e-08,9.91454468239315e-07,-1.16417007414677e-06,-1.68188428414325e-06,1.88335807327566e-06,-2.33945264009827e-06,9.5056340528253e-06,-8.41114959332193e-06,2.26584488084844e-06,-1.96144045707942e-07,6.54186688092325e-07,6.2831499911541e-06,3.0452993507156e-07,-9.1555743257004e-08,1.36230072396049e-07,3.56694513674304e-07,-2.79592781315403e-07,4.88793983331794e-07,2.25378322560283e-07,-1.78993185076034e-05,1.77548758864499e-10,-4.80639706790014e-11,1.27863419695157e-06,-2.75432143273648e-06,1.52227742097269e-05,-2.10970126601777e-06,1.88061158220552e-05,5.09804564487688e-06,-1.28986055787012e-06,-7.46960842989776e-06,-1.5791522472707e-06,-5.10306771759705e-06,-1.64151219568579e-06,-7.88667360576995e-07,-5.94407564059859e-07,1.45469605828179e-06,-3.44622955854752e-06,1.08534784673866e-08,2.10405072350221e-08,2.49706312219009e-06,2.51725326470107e-06,-1.36921939572087e-05,-1.35213606638744e-06,-1.62546678121204e-07,-0.000151948149658394,-0.000213255528300868,-3.23972066811792e-06
