"region","type","name","gamma_scale","gamma_shape","beta_shape1","beta_shape2"
"east_of_england","null","seed_date_delta",NA,NA,NA,NA
"london","null","seed_date_delta",NA,NA,NA,NA
"midlands","null","seed_date_delta",NA,NA,NA,NA
"north_east_and_yorkshire","null","seed_date_delta",NA,NA,NA,NA
"north_west","null","seed_date_delta",NA,NA,NA,NA
"south_east","null","seed_date_delta",NA,NA,NA,NA
"south_west","null","seed_date_delta",NA,NA,NA,NA
"east_of_england","null","ta_delta",NA,NA,NA,NA
"london","null","ta_delta",NA,NA,NA,NA
"midlands","null","ta_delta",NA,NA,NA,NA
"north_east_and_yorkshire","null","ta_delta",NA,NA,NA,NA
"north_west","null","ta_delta",NA,NA,NA,NA
"south_east","null","ta_delta",NA,NA,NA,NA
"south_west","null","ta_delta",NA,NA,NA,NA
"east_of_england","null","rel_p_H_delta",NA,NA,NA,NA
"london","null","rel_p_H_delta",NA,NA,NA,NA
"midlands","null","rel_p_H_delta",NA,NA,NA,NA
"north_east_and_yorkshire","null","rel_p_H_delta",NA,NA,NA,NA
"north_west","null","rel_p_H_delta",NA,NA,NA,NA
"south_east","null","rel_p_H_delta",NA,NA,NA,NA
"south_west","null","rel_p_H_delta",NA,NA,NA,NA
"east_of_england","null","rel_p_ICU_delta",NA,NA,NA,NA
"london","null","rel_p_ICU_delta",NA,NA,NA,NA
"midlands","null","rel_p_ICU_delta",NA,NA,NA,NA
"north_east_and_yorkshire","null","rel_p_ICU_delta",NA,NA,NA,NA
"north_west","null","rel_p_ICU_delta",NA,NA,NA,NA
"south_east","null","rel_p_ICU_delta",NA,NA,NA,NA
"south_west","null","rel_p_ICU_delta",NA,NA,NA,NA
"east_of_england","null","rel_p_D_delta",NA,NA,NA,NA
"london","null","rel_p_D_delta",NA,NA,NA,NA
"midlands","null","rel_p_D_delta",NA,NA,NA,NA
"north_east_and_yorkshire","null","rel_p_D_delta",NA,NA,NA,NA
"north_west","null","rel_p_D_delta",NA,NA,NA,NA
"south_east","null","rel_p_D_delta",NA,NA,NA,NA
"south_west","null","rel_p_D_delta",NA,NA,NA,NA
